rendement_heure_solaire_pv_10_est-ouest;rendement_heure_solaire_pv_90_sud
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0004;0.0008
0.0134;0.0211
0.0316;0.0592
0.0517;0.1556
0.0695;0.2478
0.0814;0.3147
0.0884;0.3587
0.0923;0.3806
0.0873;0.3527
0.0721;0.2529
0.0622;0.2013
0.0465;0.1294
0.0289;0.0575
0.0109;0.0195
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0069;0.0144
0.0175;0.0355
0.0317;0.0719
0.0405;0.0981
0.0462;0.1159
0.0467;0.1176
0.0504;0.1294
0.0553;0.1455
0.0526;0.1353
0.0422;0.1032
0.0330;0.0753
0.0205;0.0406
0.0090;0.0178
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0123;0.0211
0.0325;0.0617
0.0501;0.1370
0.0627;0.2013
0.0803;0.3020
0.0905;0.3612
0.0963;0.3950
0.0942;0.3815
0.0853;0.3274
0.0669;0.2174
0.0462;0.1252
0.0296;0.0558
0.0149;0.0237
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0006;0.0017
0.0154;0.0228
0.0365;0.0643
0.0592;0.1810
0.0846;0.3282
0.0986;0.4094
0.1098;0.4855
0.1167;0.5270
0.1100;0.4864
0.0951;0.3925
0.0804;0.3020
0.0561;0.1709
0.0355;0.0609
0.0154;0.0220
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0009;0.0017
0.0211;0.0288
0.0482;0.0668
0.0751;0.2225
0.1001;0.3756
0.1205;0.5033
0.0744;0.2648
0.0767;0.2741
0.0741;0.2605
0.0672;0.2081
0.0569;0.1633
0.0428;0.1066
0.0269;0.0508
0.0115;0.0211
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0009;0.0017
0.0201;0.0288
0.0457;0.0617
0.0721;0.2115
0.0956;0.3553
0.1141;0.4703
0.1248;0.5380
0.1278;0.5583
0.1232;0.5295
0.1116;0.4576
0.0932;0.3443
0.0696;0.2047
0.0439;0.0601
0.0191;0.0262
0.0007;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0011;0.0025
0.0225;0.0305
0.0526;0.0677
0.0788;0.2250
0.1035;0.3790
0.1153;0.4754
0.0645;0.2013
0.0650;0.2022
0.0662;0.2072
0.0630;0.1912
0.0553;0.1556
0.0470;0.1227
0.0269;0.0508
0.0113;0.0203
0.0006;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0006;0.0008
0.0022;0.0051
0.0246;0.0465
0.0724;0.2123
0.0728;0.2419
0.1196;0.4906
0.1449;0.6141
0.1014;0.4001
0.0402;0.0990
0.0149;0.0321
0.0085;0.0178
0.0065;0.0135
0.0042;0.0085
0.0019;0.0042
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0014;0.0034
0.0218;0.0305
0.0468;0.0626
0.0739;0.2115
0.1018;0.3637
0.1183;0.4788
0.0718;0.2487
0.0732;0.2335
0.0694;0.2157
0.0652;0.1962
0.0563;0.1565
0.0425;0.1024
0.0280;0.0524
0.0146;0.0237
0.0013;0.0025
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0019;0.0042
0.0205;0.0288
0.0491;0.0668
0.0696;0.1979
0.0820;0.2893
0.0966;0.3806
0.1018;0.4162
0.1071;0.4492
0.1055;0.4339
0.0883;0.3206
0.0629;0.1903
0.0528;0.1336
0.0345;0.0601
0.0182;0.0271
0.0010;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0003;0.0008
0.0033;0.0076
0.0072;0.0152
0.0119;0.0254
0.0155;0.0330
0.0184;0.0398
0.0194;0.0431
0.0194;0.0431
0.0197;0.0431
0.0181;0.0398
0.0157;0.0338
0.0099;0.0211
0.0069;0.0144
0.0032;0.0068
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0014;0.0034
0.0214;0.0305
0.0448;0.0694
0.0689;0.1903
0.0903;0.3206
0.1047;0.4145
0.1141;0.4737
0.1179;0.4965
0.1154;0.4805
0.1064;0.4212
0.0916;0.3197
0.0698;0.1861
0.0447;0.0634
0.0202;0.0271
0.0013;0.0034
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0023;0.0051
0.0213;0.0313
0.0293;0.0541
0.0442;0.1049
0.0727;0.2318
0.0735;0.2402
0.0576;0.1709
0.1038;0.3976
0.0724;0.2445
0.0096;0.0203
0.0366;0.0846
0.0244;0.0524
0.0267;0.0508
0.0240;0.0313
0.0047;0.0102
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0004;0.0008
0.0019;0.0042
0.0089;0.0186
0.0090;0.0195
0.0399;0.1032
0.0642;0.1886
0.0742;0.2504
0.0570;0.1675
0.0666;0.2022
0.0679;0.2174
0.0699;0.2072
0.0563;0.1430
0.0520;0.0744
0.0246;0.0313
0.0033;0.0068
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0009;0.0017
0.0103;0.0211
0.0188;0.0389
0.0330;0.0719
0.0432;0.1015
0.0485;0.1184
0.0494;0.1218
0.0458;0.1125
0.0490;0.1210
0.0498;0.1218
0.0355;0.0812
0.0302;0.0651
0.0172;0.0355
0.0089;0.0186
0.0004;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0004;0.0008
0.0162;0.0288
0.0260;0.0516
0.0461;0.1074
0.0553;0.1480
0.0660;0.2089
0.0669;0.2013
0.0785;0.2673
0.0793;0.2665
0.0671;0.2115
0.0574;0.1531
0.0424;0.0973
0.0271;0.0524
0.0148;0.0254
0.0007;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0022;0.0051
0.0227;0.0347
0.0458;0.0685
0.0689;0.1793
0.0899;0.3028
0.1067;0.4052
0.1169;0.4678
0.1226;0.5025
0.1193;0.4805
0.1096;0.4153
0.0920;0.3062
0.0708;0.1743
0.0468;0.0651
0.0233;0.0313
0.0022;0.0042
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0036;0.0076
0.0197;0.0338
0.0406;0.0685
0.0488;0.1184
0.0728;0.2233
0.0547;0.1531
0.0870;0.3138
0.0515;0.1286
0.0538;0.1345
0.0616;0.1759
0.0530;0.1387
0.0530;0.1252
0.0391;0.0677
0.0109;0.0220
0.0060;0.0127
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0032;0.0068
0.0279;0.0414
0.0541;0.0685
0.0834;0.1988
0.1058;0.3367
0.1236;0.4576
0.0772;0.2555
0.0784;0.2605
0.0758;0.2487
0.0627;0.1785
0.0546;0.1430
0.0457;0.1032
0.0312;0.0575
0.0151;0.0262
0.0020;0.0042
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0029;0.0059
0.0257;0.0414
0.0507;0.0685
0.0768;0.1827
0.0998;0.3164
0.1172;0.4221
0.1269;0.4838
0.1308;0.5067
0.1271;0.4830
0.1156;0.4145
0.0969;0.3087
0.0745;0.1717
0.0488;0.0677
0.0238;0.0330
0.0022;0.0051
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0029;0.0059
0.0240;0.0398
0.0481;0.0702
0.0724;0.1751
0.0926;0.3003
0.1068;0.3916
0.1170;0.4542
0.1203;0.4745
0.1166;0.4517
0.1065;0.3891
0.0902;0.2893
0.0695;0.1666
0.0461;0.0719
0.0231;0.0296
0.0023;0.0051
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0034;0.0076
0.0273;0.0431
0.0530;0.0677
0.0794;0.1785
0.1012;0.3138
0.1176;0.4170
0.1275;0.4779
0.1309;0.4991
0.1262;0.4847
0.1144;0.4119
0.0974;0.3037
0.0755;0.1683
0.0504;0.0668
0.0253;0.0330
0.0026;0.0059
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0006;0.0017
0.0080;0.0169
0.0145;0.0305
0.0184;0.0389
0.0261;0.0575
0.0330;0.0753
0.0448;0.1074
0.0474;0.1159
0.0470;0.1142
0.0449;0.1066
0.0383;0.0871
0.0258;0.0550
0.0197;0.0398
0.0089;0.0186
0.0011;0.0025
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0034;0.0076
0.0188;0.0338
0.0339;0.0626
0.0540;0.1235
0.0762;0.2250
0.0864;0.2859
0.1063;0.3967
0.1172;0.4466
0.1164;0.4390
0.0998;0.3493
0.0827;0.2538
0.0596;0.1353
0.0454;0.0694
0.0240;0.0305
0.0040;0.0085
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0062;0.0110
0.0241;0.0381
0.0485;0.0727
0.0728;0.1675
0.0922;0.2884
0.1004;0.3510
0.1035;0.3806
0.1088;0.4119
0.1060;0.3933
0.0946;0.3282
0.0827;0.2521
0.0685;0.1531
0.0492;0.0685
0.0251;0.0305
0.0033;0.0076
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0069;0.0110
0.0248;0.0406
0.0480;0.0744
0.0659;0.1540
0.0851;0.2597
0.0996;0.3477
0.1103;0.4069
0.1197;0.4525
0.1154;0.4331
0.1078;0.3798
0.0903;0.2774
0.0694;0.1531
0.0481;0.0702
0.0261;0.0330
0.0043;0.0093
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0067;0.0118
0.0267;0.0431
0.0531;0.0727
0.0847;0.1844
0.1002;0.3054
0.1265;0.4407
0.0902;0.3096
0.0900;0.2944
0.0882;0.2851
0.0760;0.2301
0.0650;0.1759
0.0528;0.1184
0.0333;0.0626
0.0132;0.0262
0.0016;0.0034
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0014;0.0034
0.0045;0.0093
0.0082;0.0178
0.0123;0.0262
0.0151;0.0321
0.0168;0.0364
0.0191;0.0423
0.0218;0.0491
0.0204;0.0448
0.0195;0.0423
0.0169;0.0364
0.0123;0.0262
0.0080;0.0169
0.0040;0.0085
0.0010;0.0025
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0016;0.0034
0.0050;0.0110
0.0080;0.0169
0.0158;0.0338
0.0233;0.0508
0.0247;0.0550
0.0240;0.0541
0.0267;0.0609
0.0289;0.0651
0.0270;0.0601
0.0207;0.0448
0.0175;0.0372
0.0122;0.0254
0.0053;0.0110
0.0016;0.0034
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0086;0.0135
0.0291;0.0440
0.0530;0.0702
0.0765;0.1624
0.0955;0.2851
0.1093;0.3773
0.1199;0.4407
0.1209;0.4500
0.1164;0.4263
0.1055;0.3629
0.0905;0.2698
0.0705;0.1531
0.0478;0.0727
0.0254;0.0288
0.0073;0.0127
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0083;0.0135
0.0277;0.0448
0.0501;0.0778
0.0721;0.1573
0.0915;0.2732
0.1071;0.3680
0.1170;0.4272
0.1192;0.4466
0.1170;0.4272
0.1055;0.3603
0.0899;0.2605
0.0719;0.1523
0.0487;0.0727
0.0267;0.0262
0.0080;0.0135
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0090;0.0144
0.0296;0.0448
0.0544;0.0711
0.0778;0.1590
0.0996;0.2893
0.1152;0.3883
0.1241;0.4542
0.1274;0.4762
0.1243;0.4542
0.1149;0.3857
0.0979;0.2825
0.0757;0.1531
0.0510;0.0719
0.0267;0.0271
0.0078;0.0127
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0078;0.0118
0.0248;0.0431
0.0403;0.0719
0.0599;0.1311
0.0887;0.2571
0.0946;0.2994
0.1007;0.3392
0.0847;0.2715
0.1040;0.3510
0.0994;0.3299
0.0841;0.2428
0.0537;0.1142
0.0500;0.0753
0.0306;0.0262
0.0093;0.0135
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0102;0.0152
0.0297;0.0482
0.0478;0.0753
0.0691;0.1463
0.0807;0.2233
0.0794;0.2352
0.0795;0.2470
0.0613;0.1734
0.0640;0.1785
0.0567;0.1506
0.0629;0.1658
0.0418;0.0897
0.0380;0.0685
0.0228;0.0321
0.0105;0.0161
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0007;0.0017
0.0096;0.0203
0.0204;0.0414
0.0332;0.0694
0.0546;0.1345
0.0616;0.1641
0.0582;0.1421
0.0615;0.1726
0.0569;0.1565
0.0727;0.2123
0.0603;0.1489
0.0501;0.1083
0.0240;0.0474
0.0190;0.0321
0.0032;0.0068
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0024;0.0051
0.0162;0.0330
0.0314;0.0601
0.0442;0.0939
0.0584;0.1446
0.0849;0.2648
0.0734;0.2089
0.0600;0.1700
0.0184;0.0406
0.0102;0.0220
0.0310;0.0685
0.0247;0.0524
0.0248;0.0491
0.0129;0.0262
0.0060;0.0110
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0026;0.0059
0.0099;0.0203
0.0157;0.0330
0.0221;0.0465
0.0286;0.0626
0.0382;0.0871
0.0349;0.0804
0.0373;0.0871
0.0297;0.0677
0.0271;0.0601
0.0224;0.0482
0.0233;0.0491
0.0168;0.0347
0.0075;0.0161
0.0019;0.0042
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0030;0.0068
0.0090;0.0186
0.0162;0.0338
0.0205;0.0431
0.0320;0.0702
0.0277;0.0617
0.0372;0.0854
0.0401;0.0939
0.0355;0.0812
0.0267;0.0592
0.0227;0.0491
0.0152;0.0321
0.0055;0.0118
0.0039;0.0085
0.0019;0.0042
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0034;0.0076
0.0142;0.0288
0.0250;0.0499
0.0320;0.0668
0.0533;0.1303
0.0500;0.1176
0.0671;0.1861
0.0711;0.2030
0.0676;0.1878
0.0632;0.1683
0.0300;0.0660
0.0197;0.0414
0.0157;0.0330
0.0052;0.0110
0.0009;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0090;0.0135
0.0281;0.0474
0.0507;0.0770
0.0747;0.1463
0.0946;0.2656
0.1096;0.3578
0.1196;0.4179
0.1223;0.4356
0.1206;0.4221
0.1085;0.3553
0.0926;0.2605
0.0745;0.1463
0.0510;0.0761
0.0280;0.0313
0.0095;0.0144
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0040;0.0085
0.0095;0.0195
0.0060;0.0127
0.0136;0.0288
0.0378;0.0837
0.0785;0.2275
0.1005;0.3282
0.0775;0.2419
0.0109;0.0237
0.0702;0.2022
0.0609;0.1489
0.0419;0.0871
0.0477;0.0837
0.0111;0.0228
0.0083;0.0161
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0088;0.0144
0.0263;0.0448
0.0477;0.0770
0.0685;0.1387
0.0869;0.2402
0.1009;0.3240
0.1106;0.3806
0.1137;0.4018
0.1110;0.3823
0.1021;0.3274
0.0882;0.2436
0.0695;0.1396
0.0484;0.0770
0.0269;0.0321
0.0090;0.0135
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0029;0.0059
0.0102;0.0211
0.0161;0.0338
0.0200;0.0423
0.0233;0.0499
0.0276;0.0609
0.0366;0.0837
0.0339;0.0778
0.0293;0.0660
0.0312;0.0694
0.0211;0.0457
0.0213;0.0448
0.0185;0.0381
0.0112;0.0228
0.0047;0.0102
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0118;0.0203
0.0289;0.0465
0.0503;0.0753
0.0823;0.1565
0.0662;0.1692
0.0728;0.2081
0.1093;0.3705
0.1506;0.5304
0.0940;0.3062
0.0662;0.1759
0.0645;0.1658
0.0490;0.1040
0.0047;0.0102
0.0027;0.0059
0.0009;0.0017
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0102;0.0169
0.0302;0.0465
0.0534;0.0744
0.0762;0.1404
0.0959;0.2622
0.1113;0.3570
0.1210;0.4170
0.1235;0.4339
0.1206;0.4153
0.1108;0.3561
0.0955;0.2631
0.0754;0.1446
0.0527;0.0795
0.0296;0.0321
0.0102;0.0161
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0059;0.0118
0.0207;0.0406
0.0355;0.0660
0.0527;0.1083
0.0629;0.1514
0.0728;0.2072
0.0851;0.2580
0.0884;0.2758
0.0831;0.2521
0.0741;0.2106
0.0639;0.1548
0.0490;0.0990
0.0316;0.0609
0.0158;0.0305
0.0056;0.0110
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0109;0.0195
0.0302;0.0499
0.0576;0.0778
0.0788;0.1413
0.1012;0.2715
0.1354;0.4238
0.0965;0.3096
0.0846;0.2614
0.0751;0.2259
0.0602;0.1573
0.0436;0.0973
0.0551;0.1125
0.0238;0.0482
0.0169;0.0321
0.0072;0.0135
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0092;0.0161
0.0276;0.0448
0.0478;0.0770
0.0685;0.1328
0.0896;0.2402
0.1061;0.3375
0.1147;0.3891
0.1225;0.4246
0.1202;0.4103
0.1068;0.3367
0.0909;0.2462
0.0754;0.1430
0.0515;0.0795
0.0291;0.0321
0.0102;0.0144
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0095;0.0161
0.0283;0.0474
0.0541;0.0778
0.0795;0.1413
0.1220;0.3206
0.1417;0.4348
0.0729;0.2191
0.0619;0.1709
0.0649;0.1776
0.0459;0.1066
0.0419;0.0930
0.0316;0.0660
0.0208;0.0431
0.0102;0.0211
0.0062;0.0127
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0001;0.0000
0.0102;0.0178
0.0293;0.0465
0.0497;0.0744
0.0679;0.1311
0.0844;0.2275
0.1009;0.3164
0.1104;0.3730
0.1117;0.3883
0.1073;0.3612
0.1058;0.3333
0.0923;0.2529
0.0765;0.1446
0.0563;0.0744
0.0335;0.0296
0.0123;0.0161
0.0003;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0108;0.0186
0.0316;0.0465
0.0571;0.0711
0.0817;0.1345
0.1032;0.2631
0.1203;0.3646
0.1312;0.4289
0.1360;0.4559
0.1335;0.4390
0.1228;0.3747
0.1068;0.2749
0.0847;0.1438
0.0602;0.0727
0.0346;0.0279
0.0125;0.0169
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0111;0.0186
0.0326;0.0457
0.0579;0.0719
0.0827;0.1336
0.1044;0.2639
0.1209;0.3654
0.1314;0.4297
0.1353;0.4517
0.1328;0.4356
0.1220;0.3722
0.1054;0.2724
0.0839;0.1438
0.0590;0.0727
0.0339;0.0288
0.0123;0.0152
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0098;0.0178
0.0290;0.0474
0.0517;0.0753
0.0757;0.1353
0.0966;0.2563
0.1129;0.3553
0.1239;0.4221
0.1288;0.4509
0.1264;0.4331
0.1172;0.3663
0.1021;0.2707
0.0816;0.1446
0.0582;0.0744
0.0336;0.0305
0.0123;0.0161
0.0001;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0095;0.0169
0.0277;0.0448
0.0498;0.0761
0.0718;0.1294
0.0915;0.2411
0.1058;0.3333
0.1153;0.3874
0.1176;0.4094
0.1164;0.3933
0.1077;0.3426
0.0926;0.2487
0.0737;0.1396
0.0511;0.0770
0.0291;0.0381
0.0103;0.0169
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0089;0.0161
0.0267;0.0474
0.0467;0.0770
0.0675;0.1286
0.0877;0.2326
0.1014;0.3155
0.1110;0.3730
0.1144;0.3959
0.1123;0.3790
0.1032;0.3248
0.0906;0.2445
0.0728;0.1396
0.0526;0.0787
0.0303;0.0364
0.0115;0.0169
0.0001;0.0008
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0109;0.0186
0.0326;0.0474
0.0586;0.0719
0.0843;0.1311
0.1077;0.2681
0.1252;0.3756
0.1363;0.4449
0.1399;0.4686
0.1368;0.4492
0.1262;0.3840
0.1091;0.2791
0.0872;0.1463
0.0615;0.0736
0.0353;0.0296
0.0129;0.0161
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0099;0.0169
0.0297;0.0465
0.0536;0.0736
0.0780;0.1320
0.0991;0.2571
0.1131;0.3553
0.1233;0.4196
0.1285;0.4483
0.1255;0.4297
0.1169;0.3654
0.1007;0.2698
0.0798;0.1446
0.0580;0.0761
0.0327;0.0321
0.0122;0.0161
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0096;0.0169
0.0290;0.0465
0.0515;0.0787
0.0758;0.1320
0.0925;0.2462
0.1104;0.3468
0.1189;0.4009
0.1238;0.4272
0.1255;0.4297
0.1156;0.3671
0.0978;0.2665
0.0767;0.1446
0.0531;0.0795
0.0299;0.0347
0.0105;0.0169
0.0001;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
0.0000;0.0000
